기업명,문의 일자,진행 날짜,상태,진행 팀,담당자,문의경로,공간,디자인 팀,"제안서, 견적서"
현대오토에버,2025-06-19,2025-07-17,취소,기획조정2팀,여운정,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6853c9c8d5bff3107f4dc048/download, https://task-api.office.hiworks.com/v1/attached-files/6853c9c8d5bff3107f4dc049/download"
한국수력원자력(7월 9일),2025-06-19,2025-07-09,진행 완료,기획조정팀,안광열,,,,
신세계프라퍼티,2025-06-19,2025-07-11,진행 완료,기획조정1팀,"안광열, 조민채",개인,,,"https://task-api.office.hiworks.com/v1/attached-files/68677c24a3d8e20dedbad75c/download, https://task-api.office.hiworks.com/v1/attached-files/68677c24a3d8e20dedbad75d/download"
(주)제우스,2025-06-20,2025-09-26,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68677dd05894f56c0e998e8f/download, https://task-api.office.hiworks.com/v1/attached-files/68677dd05894f56c0e998e90/download"
삼성물산,2025-06-20,,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/685b9a81e4e6ec23603da8b9/download, https://task-api.office.hiworks.com/v1/attached-files/685b9a8de4e6ec23603da8bc/download"
기아,2025-06-20,,취소,기획조정팀,안광열,전화,,,
포항공과대학교,2025-06-23,2025-08-18,취소,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/685cac299e24960d4c8a5617/download, https://task-api.office.hiworks.com/v1/attached-files/685cac299e24960d4c8a5618/download"
(주)제일공사,2025-06-23,,연기,기획조정팀,이서호,,,,
아르고스,2025-06-23,2025-09-05,취소,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6878b0d51c3ca77b88c33dec/download, https://task-api.office.hiworks.com/v1/attached-files/6878b0d51c3ca77b88c33ded/download"
연세대학교 산학협력단,2025-06-23,,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/685ca90eaeb5562392ca13ca/download, https://task-api.office.hiworks.com/v1/attached-files/685ca90eaeb5562392ca13cb/download"
한국투자부동산신탁,2025-06-23,2025-07-25,취소,기획조정2팀,여운정,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/685a35819e24960d4c8a3b15/download, https://task-api.office.hiworks.com/v1/attached-files/685a35819e24960d4c8a3b16/download"
11번가,2025-06-24,2025-07-08,취소,기획조정2팀,여운정,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/685cd2f2e4e6ec23603db48d/download, https://task-api.office.hiworks.com/v1/attached-files/685cd2f2e4e6ec23603db48e/download"
현대케피코,2025-06-25,2025-07-10,취소,기획조정1팀,이우진,홈페이지,,,
예스이엔씨,2025-06-25,2025-07-28,취소,기획조정2팀,여운정,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/685cd2dbe4e6ec23603db488/download, https://task-api.office.hiworks.com/v1/attached-files/685cd2dbe4e6ec23603db489/download"
(주)씨유메디칼시스템(7/31),2025-06-25,2025-07-31,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/685de2bee4e6ec23603dbeba/download, https://task-api.office.hiworks.com/v1/attached-files/685de2bee4e6ec23603dbebb/download, https://task-api.office.hiworks.com/v1/attached-files/6867821da3d8e20dedbad83e/download, https://task-api.office.hiworks.com/v1/attached-files/6867821da3d8e20dedbad83f/download"
시티호퍼스,2025-06-25,2025-09-19,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/685e63da9e24960d4c8a719f/download, https://task-api.office.hiworks.com/v1/attached-files/685e63da9e24960d4c8a71a0/download"
(주)삼우,2025-06-23,,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/685c953ce4e6ec23603daf25/download, https://task-api.office.hiworks.com/v1/attached-files/685c953ce4e6ec23603daf26/download, https://task-api.office.hiworks.com/v1/attached-files/6886dcdf378ac262c3d26f35/download, https://task-api.office.hiworks.com/v1/attached-files/6886dcdf378ac262c3d26f36/download"
쓰리뷰,2025-06-26,,취소,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/686dc94d3290067c40792c6b/download, https://task-api.office.hiworks.com/v1/attached-files/686dc94d3290067c40792c6c/download"
낸시투어,2025-06-26,2025-10-19,취소,기획조정2팀,여운정,전화,,,
한국수력원자력(7월 1일),,2025-07-01,진행 완료,기획조정팀,안광열,개인,,,
한국수력원자력(7월 16일),,2025-07-16,취소,기획조정팀,안광열,개인,,,
롯데칠성음료,2025-06-26,,진행 완료,기획조정팀,"안광열, 이우진, 조민채",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/686dc6a43290067c40792c07/download, https://task-api.office.hiworks.com/v1/attached-files/686dc6a43290067c40792c08/download"
어반플레이,2025-06-27,2025-08-06,취소,기획조정1팀,"조민채, 이우진",전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68677e215894f56c0e998e98/download, https://task-api.office.hiworks.com/v1/attached-files/68677e215894f56c0e998e99/download"
한화커넥트,2025-06-27,,연기,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/686635785894f56c0e998035/download, https://task-api.office.hiworks.com/v1/attached-files/686635815894f56c0e998038/download"
샤넬코리아,2025-06-27,2025-07-22,취소,기획조정1팀,"조민채, 이우진",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68622d1de4e6ec23603dda07/download, https://task-api.office.hiworks.com/v1/attached-files/68622d1de4e6ec23603dda08/download"
팀스파르타(주),2025-06-27,2025-08-28,취소,기획조정팀,이서호,홈페이지,,,
내쇼날모터스,2025-06-30,,취소,기획조정1팀,조민채,,,,"https://task-api.office.hiworks.com/v1/attached-files/68677e49a3d8e20dedbad796/download, https://task-api.office.hiworks.com/v1/attached-files/68677e49a3d8e20dedbad797/download"
임팩트스퀘어,2025-07-01,,취소,기획조정1팀,조민채,홈페이지,,,
한국보육진흥원(7/10),2025-02-27,2025-07-10,진행 완료,기획조정팀,안광열,,,,"https://task-api.office.hiworks.com/v1/attached-files/6864db2b5894f56c0e996d45/download, https://task-api.office.hiworks.com/v1/attached-files/6864db2b5894f56c0e996d46/download, https://task-api.office.hiworks.com/v1/attached-files/6864db2b5894f56c0e996d47/download"
한국보육진흥원(8/28),2025-02-27,2025-08-28,진행 완료,기획조정1팀,안광열,,,,"https://task-api.office.hiworks.com/v1/attached-files/6864dba85894f56c0e996d78/download, https://task-api.office.hiworks.com/v1/attached-files/6864dba85894f56c0e996d79/download, https://task-api.office.hiworks.com/v1/attached-files/6864dba85894f56c0e996d7a/download"
한국보육진흥원(9/19),2025-02-27,2025-09-19,진행 완료,기획조정1팀,안광열,,,,"https://task-api.office.hiworks.com/v1/attached-files/6864dbe5a3d8e20dedbab718/download, https://task-api.office.hiworks.com/v1/attached-files/6864dbe5a3d8e20dedbab719/download, https://task-api.office.hiworks.com/v1/attached-files/6864dbe5a3d8e20dedbab71a/download"
부천성모병원,2025-07-03,2025-10-17,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/686db40ee9fd8c52ee1a194f/download, https://task-api.office.hiworks.com/v1/attached-files/686db4203290067c40792a1b/download"
씨크코리아,2025-07-03,2025-08-05,취소,기획조정2팀,문서인,,,,
케이씨인더스트리얼,2025-07-03,,취소,기획조정2팀,"여운정, 문서인",,,,"https://task-api.office.hiworks.com/v1/attached-files/686c80906a59935f4ab5ab60/download, https://task-api.office.hiworks.com/v1/attached-files/686c809563bbaa46ff89e300/download"
페이히어,2025-07-04,2025-07-11,취소,기획조정1팀,"이우진, 조민채",홈페이지,,,https://task-api.office.hiworks.com/v1/attached-files/686b13dba3d8e20dedbae2e5/download
오뚜기,2025-07-08,2025-08-18,진행 완료,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/686db3d03290067c40792a0b/download, https://task-api.office.hiworks.com/v1/attached-files/686db3dd3290067c40792a0d/download"
아이큐비아,2025-06-30,2025-07-21,취소,기획조정2팀,문서인,개인,,,https://task-api.office.hiworks.com/v1/attached-files/686c9c5563bbaa46ff89e4e6/download
롯데호텔,2025-07-08,,취소,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/686cfc113290067c4079286c/download, https://task-api.office.hiworks.com/v1/attached-files/686cfc113290067c4079286d/download"
플랜엑스,2025-07-08,2025-07-24,진행 완료,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/686e0b973290067c407932f8/download, https://task-api.office.hiworks.com/v1/attached-files/68776b7f1c3ca77b88c33333/download"
도시바,2025-07-08,2025-10-17,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68745c5ee9fd8c52ee1a432f/download, https://task-api.office.hiworks.com/v1/attached-files/68745c743290067c40795df3/download, https://task-api.office.hiworks.com/v1/attached-files/68745d2a3290067c40795e00/download"
인터아시아라인즈코리아,2025-07-08,,취소,기획조정팀,안광열,홈페이지,,,
현대오토에버,2025-07-09,2025-09-05 09:00,진행 완료,기획조정1팀,이우진,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/686f0635e9fd8c52ee1a25eb/download, https://task-api.office.hiworks.com/v1/attached-files/686f0635e9fd8c52ee1a25ec/download"
화성산업진흥원,2025-07-08,,취소,기획조정팀,이서호,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/686f7de1e9fd8c52ee1a2f3b/download, https://task-api.office.hiworks.com/v1/attached-files/686f7de1e9fd8c52ee1a2f3c/download, https://task-api.office.hiworks.com/v1/attached-files/688b0ada1a9ced239ceeda5f/download, https://task-api.office.hiworks.com/v1/attached-files/688b0ada1a9ced239ceeda60/download"
경기도사회서비스원,2025-07-09,,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/686f06e666350c5bef539af3/download, https://task-api.office.hiworks.com/v1/attached-files/686f06e666350c5bef539af4/download"
명지병원,2025-07-09,2025-08-29,취소,기획조정2팀,문서인,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/686f082a3290067c40793b77/download, https://task-api.office.hiworks.com/v1/attached-files/686f082a3290067c40793b78/download"
한국사이언스코,2025-07-10,2025-11-20,진행 완료,기획조정2팀,문서인,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/686f7ccde9fd8c52ee1a2f14/download, https://task-api.office.hiworks.com/v1/attached-files/686f7cd5e9fd8c52ee1a2f18/download, https://task-api.office.hiworks.com/v1/attached-files/686f7cdc19b1220750ed91a8/download"
낸시투어,2025-07-10,2025-11-14,진행 완료,기획조정팀,이서호,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6870751cc60519168b09b735/download, https://task-api.office.hiworks.com/v1/attached-files/6870751cc60519168b09b736/download, https://task-api.office.hiworks.com/v1/attached-files/6870afd8e9fd8c52ee1a389e/download"
과천문화재단,2025-07-10,2025-08-09,취소,기획조정2팀,문서인,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/687499493290067c40796348/download, https://task-api.office.hiworks.com/v1/attached-files/6877083f1c3ca77b88c32c59/download"
퀄컴,2025-07-11,2025-07-24,취소,기획조정2팀,문서인,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68759957fd762c72b83ecfec/download, https://task-api.office.hiworks.com/v1/attached-files/687599653290067c40796b1c/download"
인천국제공항공사,2025-07-11,2025-09-18,취소,기획조정2팀,문서인,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/68775560378ac262c3d20a37/download, https://task-api.office.hiworks.com/v1/attached-files/687755d61c3ca77b88c33169/download"
서울주택도시공사,2025-07-14,,취소,기획조정팀,"이서호, 안광열",전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6875ddbe1bc1210117be48ff/download, https://task-api.office.hiworks.com/v1/attached-files/6875ddbe1bc1210117be4900/download"
라코스테,2025-07-14,2025-10-16 10:00,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68774ff980544566868c1c48/download, https://task-api.office.hiworks.com/v1/attached-files/68774ff980544566868c1c49/download, https://task-api.office.hiworks.com/v1/attached-files/689438001654c517668243f8/download"
이아이씨티코리아,2025-07-14,2025-09-04,진행 완료,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/68a40e9d81c6ca48311b58b5/download, https://task-api.office.hiworks.com/v1/attached-files/68c91092abb0e0042860ef1c/download"
중랑구청(간부 워크숍),2025-07-14,2025-11-07,취소,기획조정1팀,조민채,,,,"https://task-api.office.hiworks.com/v1/attached-files/6892acb081c6ca48311af3b1/download, https://task-api.office.hiworks.com/v1/attached-files/6892acb081c6ca48311af3b2/download"
대방동 주민센터,2025-07-15,2025-08-03,취소,기획조정1팀,이우진,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/687724af93d7513d5b151907/download, https://task-api.office.hiworks.com/v1/attached-files/687724af93d7513d5b151908/download"
한국전력거래소,2025-07-15,,취소,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6876efef378ac262c3d20485/download, https://task-api.office.hiworks.com/v1/attached-files/6876efef378ac262c3d20486/download"
동원리더스아카데미(카이스트 의과 대학),2025-07-15,2025-08-26,진행 완료,기획조정팀,안광열,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/687760531c3ca77b88c33242/download, https://task-api.office.hiworks.com/v1/attached-files/6877605c80544566868c1ddd/download"
이지앤웰니스(대대행),2025-06-17,2025-08-19,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6875ff7282d22811b3d97af1/download, https://task-api.office.hiworks.com/v1/attached-files/6875ff7282d22811b3d97af2/download"
이지앤웰니스(대대행),2025-06-17,2025-09-11,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6875ff77130bf54ad66d4a0a/download, https://task-api.office.hiworks.com/v1/attached-files/6875ff77130bf54ad66d4a0b/download"
이지앤웰니스(대대행),2025-06-17,2025-09-25,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6875ff7a25aeba196a8ec79f/download, https://task-api.office.hiworks.com/v1/attached-files/6875ff7a25aeba196a8ec7a0/download"
생명보험협회,2025-07-15,2025-09-01,진행 완료,기획조정1팀,이우진,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6878b25780544566868c29de/download, https://task-api.office.hiworks.com/v1/attached-files/6878b25780544566868c29df/download"
(주)씨유메디칼시스템(7/17),2025-06-25,2025-07-17,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6876219d25aeba196a8ecaa9/download, https://task-api.office.hiworks.com/v1/attached-files/6876219d25aeba196a8ecaaa/download, https://task-api.office.hiworks.com/v1/attached-files/6876219d25aeba196a8ecaab/download, https://task-api.office.hiworks.com/v1/attached-files/6876219d25aeba196a8ecaac/download"
